Name,Gender,Birth Date,Income
Rebecca Grimes,Female,1973-12-02,55916.84
Jacqueline Russell DDS,Female,1965-04-11,79768.92
Mark Jones,Male,2006-07-21,44328.11
Bonnie Glass,Female,2014-05-24,57748.2
Veronica Simpson,Female,1997-09-26,77918.08
Kaitlyn Sanchez,Female,1963-04-22,33552.0
Julie Fritz,Female,1939-07-20,65251.62
Dr. Katie Thompson,Female,1985-02-22,59682.71
Kelly Flores,Female,1963-02-07,71581.5
Melissa Martinez,Female,1955-10-25,30284.4
Andrea Ayala,Female,1939-02-16,74672.01
Christina Bauer,Female,1949-05-26,55398.09
Sean Francis,Male,2016-03-03,85893.59
Stacey Wong,Female,2019-03-30,78995.45
Deborah Elliott,Female,1976-01-07,59427.45
Susan Logan,Female,1954-12-19,56368.09
Stephen Barry,Male,2014-06-06,40166.92
Seth Rogers,Male,1982-08-20,48997.42
Thomas Wood,Male,1957-02-03,57613.12
Steve Garcia,Male,1992-01-19,64047.53
Mary Mosley,Female,2012-03-04,57680.89
Jason Mendoza,Male,1964-08-21,72231.1
Mr. Thomas Vargas,Male,1979-04-13,61066.87
Samantha Brooks,Female,1934-10-05,60804.22
Karen Cole,Female,1963-06-22,46570.5
Melanie Bailey,Female,2024-08-26,44664.14
Hannah Ramos,Female,2022-06-06,53445.16
Michael Cook,Male,2010-07-03,73025.76
Donna Nguyen,Female,1961-01-27,64443.04
April Johnson,Female,1981-05-23,74959.76
Karen Cooke,Female,1950-06-27,56656.36
Carmen Phillips,Female,2021-10-09,71619.73
Jeffrey Booth,Male,2016-11-25,42051.15
Mark Perez,Male,2018-06-05,56467.86
Christy Martinez,Female,2012-06-28,108772.58
Emma Gilbert,Female,2008-01-12,39843.49
Susan Baker,Female,2009-02-27,27940.15
Laura Mcdaniel,Female,1981-09-01,48717.67
George Lewis,Male,1959-05-29,49022.26
Elizabeth Gregory,Female,1958-11-18,20000.0
Christopher Bradford,Male,1950-12-15,44579.77
Briana Hess,Female,2003-10-22,55001.44
John Cook,Male,1954-03-14,86418.57
Andre Martin,Male,1992-03-16,55926.8
Matthew Jones,Male,1970-01-26,53523.3
Pamela Washington,Female,1960-02-29,31076.91
Gabriela Mclaughlin,Female,1969-11-21,64299.14
Melissa Rodriguez,Female,1967-02-03,45808.75
Bradley Johnson,Male,1945-06-13,64572.33
Daniel Yang,Male,1947-10-12,25037.07
Patricia Vargas,Female,1990-10-25,65748.0
Linda Fowler,Female,1958-06-05,51253.78
Matthew Perkins,Male,1949-11-01,74625.06
Steven Massey,Male,1969-11-22,85765.6
Elizabeth Simmons,Female,2012-04-19,45209.83
Robert Johnson,Male,1955-04-30,45159.73
Shelly Espinoza,Female,1954-05-09,51578.82
Mitchell Murillo,Male,1996-10-01,60524.51
Jennifer Bell,Female,1982-08-15,69480.08
William Martinez,Male,1934-10-24,71375.62
Jared Jones,Male,1948-10-28,59360.64
Joe Robinson,Male,1984-09-18,82187.16
Cynthia Torres,Female,1993-12-30,62393.11
Edward Armstrong,Male,2013-05-11,101825.8
Caleb Sanders,Male,1938-03-27,84825.31
Lisa Logan,Female,1986-05-18,42651.47
Jessica Rogers,Female,1991-03-02,59214.63
Melissa Parker,Female,1957-08-09,48273.09
Timothy Davis,Male,1974-07-17,67172.79
Courtney Romero,Female,2022-11-01,80151.58
Angela Sanchez,Female,1959-10-19,58925.84
Linda Sloan,Female,2024-04-04,91669.66
Eric Swanson,Male,2019-02-01,70899.19
Lori Hoffman,Female,1974-09-20,72572.31
Jeffrey Moore,Male,2001-06-21,60626.71
Ricky Irwin,Male,1992-02-18,66227.1
Adam Diaz,Male,1990-05-30,28063.33
Bailey Wyatt,Female,1954-02-24,69609.12
Andrew Harris,Male,1940-06-19,67790.17
Terri Green,Female,1999-05-24,48415.63
Nicholas Owens,Male,1948-11-19,68921.09
Angela Castaneda,Female,2018-09-28,53566.22
Mark Mckenzie,Male,1936-05-23,74387.3
Brandon Gonzales,Male,1969-03-28,40087.59
Kylie Griffith DDS,Female,1952-08-21,54204.64
Teresa Beard,Female,1966-06-01,83439.64
Aaron Barrett,Male,2020-02-08,82461.9
Joanna Ayala,Female,1962-02-15,64607.91
James Andrews,Male,1968-10-04,83992.68
Eric Armstrong,Male,1937-06-20,53463.28
Joseph Black,Male,2018-07-05,74097.17
Kimberly Bowers,Female,2020-12-10,38203.06
Miranda Williams,Female,1994-07-11,74370.07
Steven Johnson,Male,1979-07-29,75736.95
Alexander Ferguson,Male,1999-12-25,62837.67
Brian Weaver,Male,1979-08-04,77224.31
Hannah Rios,Female,1982-07-21,48584.03
Danielle Benson,Female,1994-10-31,76184.02
Joseph Ramirez,Male,1934-11-09,76358.25
Nathan Juarez,Male,2018-11-29,59314.15
Tracy Douglas,Female,1961-05-22,103167.28
Jared Terry,Male,2007-01-30,31567.39
Charles Lopez,Male,1953-10-03,58742.48
Sharon Rodriguez,Female,1975-12-04,51424.67
Shannon Edwards,Female,2007-03-20,70583.57
Michael Reese,Male,1974-01-30,74263.74
Susan Saunders,Female,1962-09-18,77808.18
Andrea Moore,Female,1949-03-11,70455.92
Cynthia Nunez,Female,1966-07-21,51781.26
Denise Garcia,Female,1999-02-20,66713.65
Courtney Santana,Female,1992-10-09,56946.94
James Morse,Male,1965-07-26,56665.99
Kevin Myers,Male,2023-01-05,57605.99
Jeremiah Jones,Male,2015-04-10,59509.39
Tiffany Melendez,Female,1977-03-16,60091.48
Michelle Weber,Female,1935-01-18,47818.36
Nicole Rodriguez,Female,1942-07-26,49452.82
Dana Bailey,Female,2024-06-30,52432.84
Audrey Murphy,Female,2003-02-05,50162.56
Christopher Smith,Male,2001-04-27,59792.69
Elizabeth Guerra,Female,1952-11-29,56002.48
Whitney Salazar,Female,1985-05-22,51118.4
Misty Johnson,Female,1948-07-11,75389.48
John Wilson,Male,2004-12-24,38521.91
Richard Stewart,Male,1976-06-22,45019.61
Megan Mcdonald,Female,1975-03-01,75669.09
Elizabeth Holder,Female,1959-04-23,43808.61
Michael Schaefer,Male,1952-03-21,73444.93
Alicia Rose,Female,1956-12-10,73244.66
David Carson,Male,1985-07-24,73334.61
Michael Howard,Male,1992-11-24,51920.73
James James,Male,2002-08-07,46055.96
Natalie Johnson,Female,1997-12-13,70271.13
Sharon Jordan,Female,1970-04-22,66039.91
Scott Taylor,Male,1984-08-22,65299.29
Stephen Craig,Male,1961-11-13,70892.03
Robert Davidson,Male,1942-09-27,50034.9
Nicholas Dennis,Male,1951-09-19,35477.54
Toni Alvarez,Female,1938-10-17,83833.27
Jeffrey Golden,Male,2019-01-07,51490.64
Taylor Santiago,Male,1986-12-19,79313.21
Paul Wade,Male,1999-06-10,48991.49
Samuel Burke,Male,1972-04-10,24106.6
Eric Pacheco,Male,1934-11-15,53081.35
Brian Smith,Male,2019-05-04,85094.67
Rhonda Armstrong,Female,1980-09-01,49532.94
Daniel Day,Male,1992-01-25,38703.21
Sharon Brown,Female,2020-06-05,43648.03
Jose Snyder,Male,1984-03-10,53012.54
Terry Parks,Male,1996-12-14,56884.33
Lindsay Bowen,Female,1934-01-11,39134.99
Christopher Carpenter,Male,2015-04-20,45588.76
Carrie Velazquez,Female,2010-02-26,79705.69
Jenna Black,Female,2022-03-13,46213.51
William Oliver,Male,1975-08-27,65942.73
Nicole Montoya,Female,2009-12-06,56213.58
James Mccormick,Male,1950-06-30,66925.66
Jeremy Rodriguez,Male,2021-08-10,68130.27
Gary Wong,Male,2023-10-20,28253.08
Stephanie Johnson,Female,2014-05-27,38284.93
Melanie Reed,Female,1971-11-02,35181.38
Pamela Hernandez,Female,1981-01-10,35389.9
Jose Costa,Male,1938-07-11,63110.41
Cristian Martin,Male,1993-07-10,45445.57
Sandra Wright,Female,1980-11-26,59559.67
Greg Brown,Male,1962-12-31,53463.12
Kelly Harris,Female,2002-12-09,56528.2
Tyler Mahoney,Male,1964-05-15,64699.27
Rose Cummings,Female,1942-05-20,64474.69
Christy Gilmore,Female,1963-12-10,87639.76
Ariel Bright,Female,1941-07-16,50336.99
Martin Rivera,Male,1973-03-30,51566.74
Cynthia Meza,Female,1985-03-15,50069.65
Patrick Smith,Male,1966-08-17,43236.97
Kenneth Ross,Male,1959-01-22,66959.11
Lisa Leach,Female,1941-10-06,58760.77
Aaron Estrada,Male,2004-10-31,53505.12
Samantha Morris,Female,2017-10-26,51904.17
Linda Simpson,Female,2006-01-14,54823.46
James Brooks,Male,1989-08-27,68890.52
Jacqueline Santiago,Female,1945-06-17,46389.82
Lindsay Chapman,Female,1991-08-17,74084.6
Judith Strong,Female,1954-02-12,47505.98
Chris Wood,Male,2006-08-08,46439.45
Jenna Newton,Female,1996-12-06,72772.17
April Powers,Female,1992-02-08,70085.22
Daniel Reed,Male,2006-01-07,66569.7
Kelly Villarreal,Male,1999-04-20,32434.09
Norma Reese,Female,1956-05-26,78978.24
Jason George,Male,1949-08-13,78192.75
Christian Smith,Male,2009-01-13,93256.31
Brandon Nguyen,Male,2009-08-28,73395.76
Tyrone Bauer,Male,1955-05-21,70278.11
Zachary Small,Male,1950-12-20,36694.79
Caitlin Schmidt,Female,1953-11-30,71874.73
Nicholas Hill,Male,1955-01-13,55494.97
Timothy Lewis,Male,2003-01-08,46849.32
Ricky Quinn,Male,1979-01-02,44196.91
Nicholas Clark,Male,1957-10-23,61910.08
Martha Delgado,Female,1993-09-22,58987.55
Alexa Diaz,Female,1992-12-06,64632.16
Candice Garrett,Female,1957-01-11,86748.39
Lisa Miller,Female,2020-09-22,37379.93
John Smith,Male,1991-11-19,54807.6
Christopher Oliver,Male,1982-11-12,56750.39
Nathan Williams,Male,2016-06-23,59078.73
Shannon Reynolds,Female,2010-08-01,40869.66
Amber Thomas,Female,1940-10-13,48489.7
Christopher Rose,Male,2019-06-25,68727.48
Linda Gomez,Female,2004-11-26,59910.81
Robert Cortez,Male,1970-10-15,42549.56
Loretta Dunlap,Female,2022-10-16,81770.54
Shannon Carrillo,Male,1960-03-20,84745.71
Russell Duarte,Male,1987-11-16,59035.74
Richard Scott,Male,1943-07-30,53162.32
Tiffany Cross,Female,2004-05-27,58762.6
Ronald Baker,Male,1965-07-28,49388.53
David Johnson,Male,1948-08-11,30722.08
Pamela Harvey,Female,2020-08-02,77684.26
Matthew Owen,Male,1996-08-23,54678.39
Erika Bridges,Female,1965-11-19,40739.13
Maurice Anderson,Male,1971-05-24,35874.89
Earl Contreras,Male,2005-09-10,54789.23
Sarah Mcknight,Female,1941-02-07,72077.64
Mary Wheeler,Female,1944-03-08,69147.27
James Allen,Male,1982-02-02,80687.41
Timothy Gregory,Male,1977-01-09,78859.25
Natalie Castaneda,Female,1965-08-20,77387.79
Debbie Evans,Female,2017-06-06,55015.18
Mary Gilbert,Female,1974-11-30,56642.42
Rhonda Petersen,Female,1936-03-16,44793.83
Donna Bell,Female,2016-08-18,57507.41
Tracey Mercer,Female,1976-08-26,63008.54
Ronald Carroll,Male,1994-11-26,95219.84
Carlos Mckenzie,Male,2003-05-15,54287.75
Erin Riggs,Female,1984-01-10,64763.15
Rebekah Smith,Female,1966-07-15,75823.31
Catherine Turner,Female,1998-06-09,20000.0
Robert Choi,Male,2024-06-27,73378.53
Derek Douglas,Male,1961-02-08,50485.45
Brett Wade,Male,1940-10-28,46395.65
Erin Jordan,Female,1998-09-01,74253.02
Jeremy Hogan,Male,2007-01-07,69121.93
Brian Christensen,Male,2004-12-21,72226.98
Maria Krueger,Female,1992-12-23,60143.32
Michelle Johnson,Female,1993-02-18,72616.88
Scott Hunt,Male,1980-07-13,68158.44
Craig Berry,Male,1941-06-27,46898.58
Erin Suarez,Female,2021-10-10,65623.65
Mary Brown,Female,1963-02-07,76899.54
Cassandra Crawford,Female,1938-06-04,87799.38
Alexander Munoz,Male,1937-11-24,42634.93
Derek Ramirez,Male,1999-03-26,65766.11
Logan Deleon,Male,1997-03-27,56494.09
Ann Schwartz,Female,1983-10-08,55889.88
Shawn Joseph,Male,2007-08-14,68574.9
David Matthews,Male,2005-05-20,59620.76
Brittany Powers,Female,2016-09-17,76824.32
Mark Griffith,Male,1992-07-17,37064.32
Zachary Gutierrez,Male,1968-04-07,76653.21
Jason Collins,Male,1968-01-12,61019.42
Emily Grimes,Female,2002-08-25,75424.3
Jessica Torres,Female,1995-09-02,42819.59
Daniel Schroeder,Male,1953-09-25,58123.26
Steven Lin,Male,2017-06-10,71975.05
Adam Davis,Male,1962-12-27,61098.63
Anthony Myers,Male,1939-11-22,50008.01
Christine Pope,Female,1942-12-20,53027.09
Carlos Hamilton,Male,1971-12-02,40526.39
Elizabeth Smith,Female,2005-05-07,69356.58
Sonya Garrett,Female,1973-09-02,75424.35
Bobby Brooks,Male,1987-02-08,37117.43
Renee Meyer,Female,1959-12-02,59988.41
Deborah Lewis,Female,2021-03-31,56828.13
Dawn Green,Female,1988-04-05,47781.77
Kelly Anderson,Female,1981-05-03,57798.69
Natalie Wood,Female,2019-10-05,77820.64
Stephanie Moore,Female,1999-03-03,61647.64
Edward Turner,Male,2004-07-02,47898.43
Amy Park,Female,2014-04-18,82363.53
Kimberly Ford,Female,2017-06-09,66074.55
Duane Brown,Male,1992-05-16,88440.7
James Freeman,Male,2000-02-23,54493.14
Brandy Rocha,Female,1938-08-01,45893.73
Mr. John Cantu MD,Male,1943-05-20,47533.33
Arthur Green,Male,1944-11-17,46861.75
Stacey Medina,Female,1989-09-15,79185.0
Brett Ibarra,Male,1996-10-21,72143.42
Steven Wade,Male,1946-04-02,51716.84
Ronald Adams,Male,1966-07-31,77957.43
Mary Davis,Female,1953-09-06,43830.9
Katherine White,Female,2000-09-03,30302.76
Ariel Allen,Female,2022-11-06,40781.93
Stephen Boyd,Male,1952-10-23,55294.19
Ashley Wagner,Female,1983-04-27,76612.94
Kimberly Austin,Female,1956-03-31,55587.79
Vicki Davis,Female,1934-03-22,74878.1
Carl Barnes,Male,2023-01-02,63961.03
Amber Cross,Female,1964-02-21,72227.24
Abigail Tapia,Female,2010-04-19,51306.29
Gail Carlson,Female,1956-08-07,89423.72
Heather Dyer,Female,1958-11-27,65670.78
Rebecca Lin,Female,1972-12-16,52062.69
Danielle Poole,Female,2007-12-13,39905.37
Michelle Powell,Female,1978-12-26,59975.55
Trevor Nguyen,Male,1980-12-03,57957.67
Barbara Stanley,Female,1943-12-28,67733.59
John James,Male,1958-05-02,51995.84
Anthony Welch,Male,1961-06-15,32432.71
Matthew Knox,Male,2018-09-26,78007.56
Kenneth Rowland,Male,2011-11-21,89078.77
John Adams,Male,1985-09-27,42394.18
Derek Harrington,Male,2010-03-28,59509.96
Ashley Sparks,Female,1943-10-08,55164.6
Linda Rodriguez,Female,2007-02-27,61407.19
Chelsea Sullivan,Female,1962-03-28,77920.34
Stephen Park,Male,1946-08-26,60542.53
Carlos Kelly,Male,2016-04-21,68133.19
Jennifer Mcgee,Female,1990-10-27,48034.94
Alyssa Frey,Female,2021-12-20,67192.62
Elizabeth Mckinney,Female,1989-09-02,48992.41
Katie Nelson,Female,1982-05-04,73864.16
Perry Hughes,Male,1956-04-09,37413.27
Rachel White,Female,1999-04-09,46546.67
Seth Moreno,Male,1972-08-13,78619.25
Charles Roberson,Male,1995-06-29,55440.2
Victoria Moyer,Female,2017-12-29,73325.84
Amber Perry,Female,1998-04-21,45948.38
Taylor Welch,Female,1970-09-16,47515.21
Bryan Williams,Male,1966-06-14,70180.65
Tamara Li,Female,2015-08-25,71775.09
Johnny Chan,Male,1990-11-11,54164.87
Robert Hunter,Male,1945-06-27,51708.56
Kenneth Becker,Male,1971-08-15,40445.17
Cathy Lawrence,Female,1939-12-19,65473.03
Gary Gentry,Male,2007-10-29,75880.25
Sarah Black,Female,2011-01-22,49871.0
Kimberly Fitzgerald,Female,1998-09-11,42420.77
Denise Hunter,Female,1942-11-05,73703.83
Mark Hernandez,Male,1944-12-14,50918.42
Mary Hodges,Female,1992-12-04,48569.4
Barbara Ryan,Female,2001-07-06,45683.78
Samantha Hebert,Female,1983-01-18,58922.69
Cody Mann,Male,1985-01-25,64775.93
Amanda Spencer,Female,1972-08-24,66786.93
Angela Wilson,Female,1967-02-04,63656.51
John Meadows MD,Male,1948-10-26,68303.57
Mary Bowen,Female,1984-06-01,43410.0
Kristina Hart,Female,2017-05-31,28521.04
Dale Anderson,Male,2013-05-05,50762.71
John Mcgee,Male,1988-12-27,35474.89
Mrs. Diana Levy,Female,1938-07-06,77013.65
Chad Murillo,Male,1949-05-16,37556.81
Derek Dalton,Male,1951-03-20,46093.38
Jeremiah Lawson,Male,1970-12-06,62367.02
Jessica Hester,Female,2005-08-09,63766.17
Brandon Thomas,Male,2024-03-04,78788.47
Matthew Powell,Male,1938-06-14,31243.56
Justin Marshall PhD,Male,2007-04-13,52620.0
Mr. Ricky King,Male,2000-03-18,68562.95
Ashley Hayes,Female,2009-12-13,46531.6
Brittany Rivera,Female,2024-09-29,79909.56
Ms. Kimberly Carey,Female,2000-04-10,52318.35
Justin Robinson,Male,2008-03-14,58289.12
Tanner Murillo,Male,1934-05-25,66668.49
Jennifer Duran,Female,1995-11-19,64396.4
Joy Hudson,Female,1976-10-20,50563.26
Sophia Cohen,Female,1948-04-03,54473.49
Katrina Jackson,Female,1986-05-24,60742.97
Jill Villegas,Female,1956-02-19,44978.93
Christopher Miller,Male,1999-11-09,56609.78
Robert Evans,Male,1966-09-26,72716.72
Raven Goodman,Female,1936-08-11,38965.47
Tina Moody,Female,1992-12-11,72416.95
Jennifer Chavez,Female,1974-06-12,55465.72
Chase Mann,Male,2000-09-18,72709.49
Christy Flowers,Female,1938-12-11,59232.12
Tiffany Nelson,Female,1984-07-09,36733.92
Jennifer Graham,Female,1962-09-13,71049.27
Lindsey Smith,Female,1991-12-16,61538.86
Tiffany Downs,Female,1977-07-30,29205.77
Jeffrey Valentine,Male,1970-09-17,52173.69
Jacqueline White,Female,1959-05-09,62566.29
Kathryn Scott,Female,1989-03-10,81179.97
Karen Molina,Female,2013-07-01,63301.23
Stacy Mccarthy,Female,1982-04-17,57321.82
Mrs. Molly Sullivan,Female,1967-12-23,49491.26
Jody Ward,Female,1949-11-09,59282.23
Karen Holmes,Female,1976-02-29,63070.65
Tracy Austin,Female,1980-07-24,69138.25
Douglas Oliver,Male,1971-12-29,71573.24
Pam Cook,Female,2002-06-28,67042.29
Walter Wood,Male,1980-12-20,62732.85
Melinda Fleming,Female,1937-11-30,57382.7
Shelly Rivera,Female,2004-05-24,65360.36
Brooke Harris,Female,1992-05-23,92154.83
Ebony Diaz,Female,1944-06-15,72754.72
Amber Henderson,Female,2011-04-01,73155.17
Tracey Ferrell,Female,1957-12-24,69906.15
David Foley,Male,2012-08-11,66225.54
Mrs. Patty Cox,Female,1943-06-29,57312.34
Charles Good,Male,2011-01-02,56354.71
David Moreno,Male,1977-10-04,63082.77
